@relation sentimientos
@attribute 'text' string
@attribute 'class' {positive, neutral, negative}
@data
ENJOY SHOBNA X,positive
LOVE THIS VIDEO   X,positive
SO SLEEPY TONIGHT  THE MEDS ARE KICKING IN...AND MY CRIB IS CALLING...WHO AM I TO ARGUE GOT A FEELING IT IS GONNA,neutral
HOPE YOU CAN MAKE OUR EVENT ON MONDAY,neutral
DO YOU SUPPORT SELF IDENTIFICATION OF GENDER,neutral
LOOKING FORWARD TO THE FIRE CADETS PRESENTATION WITH  AND TARIQ,neutral
MY MA WAS LUCKY TO HAVE A RIDE ALONG SHIFT WITH THESE 2 AAAAAAMMMA,positive
IMAGINE THE POOR WOMEN IN 3RD WORLD COUNTRIES  ITS EVEN WORSE FOR THEM,negative
DAY 179  DAY CELEBRATING MOTHERS BIRTHDAY AT   SUCH A GORGEOUS DAY,positive
THE ART AND ARCHITECTURE AT  IS GORGEOUS,positive
FAMILY IS EVERYTHING...AND IF YOU CANT BE SILLY WITH FAMILY WHO CAN YOU BE SILLY WITH,negative
NEW CHARGER FOR YOUR VAN,positive
ONE VERY HAPPY KINDLE AND OWNER FABULOUS PRIZE ONE OF MANY THINGS THANK YOU,positive
THANK YOU GRIFFIN BOOKS MY BOOK AND BOOKBAG HAVE ARRIVED I CANT WAIT TO USE THE,neutral
MACAAN PASS FROM VARDY RASHFORD SHAMBOLIC,neutral
ITS SO CRINGE,neutral
MOST BORING MATCH EVER.,negative
PLEASE REVISIT THE LICENSING AT THE DUKE OF EDINBURGH PUBI,neutral
THEYLL SOON COME MY G,neutral
I KNOW YOURE MUGGING ME BUT IVE ACTUALLY GOT PENGER SO,neutral
SHES MUGGING ME BUT ILL TAKE THE FOLLOW OBVIOUSLY LADRYANLAD,negative
ENIT WITH YOUR HUGE BRESS MAN GET OUT OF HERE,positive
LITTERSLLY WHAT YOULL LOOK LIKE AT THE END OF YOUR HOLIDAY,neutral
BEG U CHANGE UR NAME TO WHAM TIT,neutral
RATE THAT,neutral
GOTTA LEAVE FOR YOUR HOLIDAY MINIMUM OR DOESNT COUNT,neutral
CHANGE YOUR BIO TO SC MEGSAVC LOVES CHOCLIT,neutral
IF UR BAD ID DO IT,negative
ILL BE WAITING,negative
GOTTA LEAVE IT FOR YOUR HOLIDAY,neutral
I CAN APPRECIATE THE BANTER,neutral
THIS IS THE BOOK,neutral
NAILS DID AND IM WEARING A BRA TODAY. TOTALLY ADULTING.,neutral
AT LEAST YOU NOW HAVE A DIAGNOSIS AND MEDICATION AND HAD A PROPER CHECK UP,negative
I THINK IM THE ONLY ONE IN THE W O R L D TO NOT WATCH ANYYYYY OF THIS SHIT,negative
YES IM AWARE OF THE ANNOUNCEMENT HAS ANY OTHER OPERATOR MADE SUCH AN,positive
THE 17.18 FROM KINGSTON TO WATERLOO HAS BEEN CANCELLED 3 MINS BEFORE I,neutral
YES  APOLOGIES,neutral
YEAH MATE,neutral
THAT FIELDS OF WHEAT TW IS NO BETTER,negative
MANE COMING BACK TO US WITH NO INJURIES,neutral
I KNOW MATE GREAT ISNT IT,positive
HE SURE IS,positive
VILE ISNT IT,neutral
AND RISK OF BROKEN LEGS,negative
SICKENING ISNT IT,negative
STOP IT NOW,neutral
ANY SUBTITLES SO I CAN READ THIS,neutral
SHOCKING,negative
HOW ABOUT YOUR DAD,neutral
FINGERS CROSSED WE HAVE 3 WINNING GROUPS THIS YEAR... THE MORE THE MERRIER AGAINST THE HUNTERS,positive
OH WHAT FINE WEATHER WE ARE HAVING FOR YOU TO GET THE FULL USE OUT OF THAT DRESS AMP THOSE JELLIES..,positive
ALWAYS FEEL SO INSPIRED AFTER MEETING  ESPECIALLY WHEN THEY PROVIDE ICE CREAM  GREAT TO SEE THEIR,positive
3 MORE WEEKS.,positive
SHOCK HORROR MOTHER HAS COME TO MY HOUSE TO WATCH THE FOOTBALL... FIRST FOR EVERYTHING,positive
WE ARE DOING IT FOR YOU. EVEN BABY T,neutral
TREX     MANCHESTER MUSEUM,neutral
SPINACH HALF A BANANA PINEAPPLE AND ALMOND MILK. ABSOLUTELY DELICIOUS.,positive
SO  OF THIS BUNCH A FEW WEEKS AGO WE WON THE  FOR CLASS THAT HAS MADE THE BIGGEST  ON REDUCING,negative
IM NEVER WRONG DOWAGER WINK,positive
IN 1932 PICASSO FACED MUCH CRITICISM AND TRIED AND SWITCHED STYLES IN THE MATTER OF DAYS TO PUSH BACK CRITICISM,positive
MARIE THRSE DIDNT SIT FOR  BUT HE PAINTED HER FROM MEMORY AND USED HIS IMAGINATION AND DREAMS GENERALLY.,positive
PICASSO HAD A RETROSPECTIVE IN THE SAME GALLERY AS OLDER MATISSE THE YEAR BEFORE.,positive
DID NOT ATTEND HIS OWN OPENING AT THE GALERIES GEORGES PETIT IN PARIS. HE WENT TO THE CINEMA INSTEAD.,positive
LETTUCE MIGHT GET A BIT LIMP ON THE WAY OVER TO DENMARK,negative
LOL RASHFORD,positive
WHAT ELSE IS THERE TO DO WHEN ITS 29C,neutral
FEEL SO DESPERATE FOR THIS LITTLE LASS HAVE EVERYTHING CROSSED SHE RECOVERS,negative
ALL POWER TO YAH. POOR FURBABIES.,negative
IM WATCHING,neutral
HOPE YOURE OK LOVELY XX,positive
IT GETS BETTER,positive
AW BEHAVE,neutral
TAKE THINGS EASY HUN XX,positive
YES AND MOI EARACHE,neutral
ONE MORE DAY IN THAT SHITE HOLE THEN OFFF TOO THE NEW JOB,positive
EVEN THE FOOTBALLERS FANCY PICKING UP THE CAMERA JUST LIKE OUR VERY OWN BISCUIT CAM,positive
MIGHT HAVE TO GO AMP WORK IN THE CAR,neutral
AGREE. MADNESS,neutral
I KNOW HOW TO PHOTOGRAPH THEM TO LOOK GOOD,positive
YEAH BUT I BELIEVE I AM CORRECT IN SAYING THE INTERNET STARTED IN LEICESTER OR WAS THAT,neutral
MACULAR IS A SERIOUS CONDITION BUT WITH RESPECT IT IS NOTHING LIKE AS BAD AS HAVING DEMENTIA. NOT EVEN SAME BALLPARK.,negative
IT CROWD FOOTBALL MATCH  VIA  THIS IS ETHAN AND I TONIGHT,neutral
PLEASE HELP MY FRIEND HAS THE TICKETS FOR TONIGHT IN HER NAME BUT HER TRAINS ARE GETTING CANCELLED,neutral
KINGFISHERS ARE SMALL BLUE AND ORANGE BIRDS.THEY FLY ACROSS RIVERS IN THE COUNTRYSIDE AND WE OCCASIONALLY SEE THE,positive
HEY HAVE YOU TRIED THE CREW 2 AT ALL OR KNOW ANYONE WHO MIGHT HAVE,neutral
TO BE EXPECTED. 00 OR BELGIUM TO SNEAK IT FOR ME. A DEFEAT WILL MAKE OUR POTENTIAL PATH EASIER. BUT ENG,negative
OUR 1ST TEAM GAFFER  IS FIGHTING 2 WEEKS FROM THIS SATURDAY 14TH JULY COME AND SUPPORT HIM,neutral
SORRY IVE BEEN HAULED UP BUT IM MOULTING LIKE A SNAKE HERE AND AM WEARY OF SLEEVESSTRAPS,negative
I TRY MY BEST. I MEAN I COULD LOOK IT UP BUT...PSHHHHH,positive
IT IS HOTTER IN SHEFFIELD UK THAN ORANGE COUNTY NY. FLEES TO THE FROZEN TUNDRA,neutral
I MEAN ITS 1130AM THERE AND 430 PM HERE SO THAT COULD CHANGE BUT ITS STILL GROSS,negative
ITS NO TROUBLE IM USUALLY SWITCHING IT FOR SOMEONE MY PARTNER MY MUM.,negative
SURLY GOT TO BE A GOOD THING...,positive
UNLIKE TAKING SET PIECES OBVIOUSLY....,neutral
THANK FUCK I DIDNT GO OUT FOR THIS,negative
WIND 2.1 MPH E. BAROMETER 1023.78 MB FALLING. TEMPERATURE 30.8 C. RAIN TODAY 0.0 MM. HUMIDITY 36,neutral
WIND 2.7 MPH NNE. BAROMETER 1023.44 MB STEADY. TEMPERATURE 21.2 C. RAIN TODAY 0.0 MM. HUMIDITY 62,positive
IF WE CANT BEAT COLUMBIA WE SHOULD GIVE UP,neutral
THIS MOMENTUM BULLSHIT 8 OUT OF THE LAST 16 DIDNT WIN THEIR LAST GAME WONDER IF SPAIN ARE HAVING A MELT DOWN FOR N,positive
MOMENTUM IS A MYTH ONLY 8 OF THE LAST 16 WON THEIR LAST GAME SO DOES THAT MEAN THE OTHER 8 WILL WIN,negative
WE SHOULD BEAT COLUMBIA THEYRE NOT THAT GOOD,positive
KNOCKOUT CUP COMPETITION IS DIFFERENT TO LEAGUE 9 DAYS REST FOR MOST PLAYERS IS GREAT,positive
LMAO BRUH THE BRITS ARE SHAKING,positive
ANNNND RELLLAXXX PHEW ITS BEEN A BUSY OLD DAY TODAY LOTS OF STYLING FOR TWO PHOTO SHOOTS TODAY FOR A COUPLE OF,positive
I JUST FINISHED CYCLING 6.66 KM IN 18M53S WITH,neutral
BIG THUMBS UP TO DARREN COLLECTING NOT 1 BUT 2 10LTR BAG IN A BOXS FOR THE MATCH TONIGHT,neutral
NO DOUBT YOUR MATE  HAS A TIME SHARE,neutral
SORRY NATALIE THIS IS NOT CLEAR. WHAT IS JUST BWML,negative
WORTH THE WAIT WE HOPE,positive
CRUEL FOR THE POOR DOGS AND A DANGEROUS PRACTICE FOR OTHER TOWPATH USERS,negative
ARE YOU SAYING WE CAN USE BWML FACILITIES AT GLASSON,neutral
STRAIGHT AS DOESNT MAKE A GOOD PERSON. MY SON DIDNT MAKE BRAIN OF BRITAIN AND HES GOT A HEART OF GO,positive
TO ANYONE WHO IS NOT FIRE AUFAIT.HOUSE FIRES ARE HARD WORK AND TREMENDOUSLY STRESSFUL. LARGE COMMERCIAL FIRES ARE,positive
WHAT WAS FOR LUNCH,neutral
AS CELEBRATIONS MARK  I ALSO REACH A SMALL PERSONAL MILESTONE  20 YEARS AS A  . MUCH HAS CHANGED HOW,negative
FORGOT TO SHARE MY PICTURES FROM THE  HEAVENLY BODIES. DRESSED BY VICTORIA AND ALBERT MUSEUM.,neutral
ITS IN THE BAG,neutral
TENNER ON VARDY TO KICK SOMEONE IN THE FACE IN THE 94TH MINUTE,neutral
ABSOLUTELY CRACKING,positive
POPE DECENT OTHER TWO VERY UNPREDICTABLE. 3 GOALS BETWEEN THE TWO OF THEM ARGUABLY A POOR S,negative
IF YOU SAY SO,neutral
THE BOYS ARE HAVING A REST DAY TODAY ON THE ISLE OF WIGHT WILL LEAVE THERE TOMORRO,neutral
PIECE OF,neutral
RESPECT,neutral
POOR POOR SENEGAL. JAPAN DESERVED TO GO OUT FOR SPENDING THE LAST 10 MINUTES PASSING IT AROUND THE BACK.,negative
SOME HORRIFIC SHIRTS ON SHOW IN THE ITV PUNDITRY TEAM TONIGHT,negative
WELL DONE TO OUR SWIMMING SQUAD WHO CAME 3RD IN TODAYS GALA,neutral
MAN AND WOMAN ON THE TABLE NEXT TO ME MALTA COMES UP IN CONVERSATION SHE SAYS IM GOING TO MALTA FOR 5 DAYS NEXT,neutral
WHAT FANTA LEMON IS MY FAVOURITE NOOOOOO,neutral
YOU GOT THIS KEEP THAT WALL UP X,neutral
WONT BE FUNNY IF JAPAN CRASHES OUT,positive
BLACKSHIRTS CRUSHING THE RESISTANCE. AND YOU KNOW WHAT THATS EXACTLY WHAT ITS SUPPOSED TO LOOK LIKE,positive
OFC THE CONSULTANT WOULD TELL ME TO PUT WEIGHT ON JUST BEFORE MY GRADUATION,neutral
THIS IS THE ENGLAND TEAM WE KNOW AND LOVE,positive
THREE LIONS FROM  FOR GOOD LUCK LETS GO ENGLAND,positive
COME WATCH ENGLAND WITH GREAT PIZZA AMP PERONI AL FRESCO,positive
AFTER A DAY AT WORK THOUGHT IT WAS TIME TO THANK EVERYONE  FOR OUR STAY IN IBIZA EASILY OUR SECOND,positive
HIGHLY GOOD,positive
THE QUIRAING. ITS A TOUGH WALK BUT WORTH EVERY STEP,negative
YOU DESERVE IT YOU AND YOUR FAMILY ARE BRILLIANT YOU DESERVE SUCCESS IN ALL YOU DO,positive
WHAT WHERE CAN I BUY IT,neutral
GOOD LUCK THIS STORY NEEDS TO BE PUBLISHED,positive
HAPPIEST OF PUBLICATION DAYS TO THE WONDERFUL ADORED THIS BOOK,positive
HAVING A BIT OF TIME OUT IN THE SALON GARDEN....,neutral
CONGRATS PENNY WE R SO LOVELY TO HAVE U WORKING WITH,positive
MUM LIFE  GREENWICH PARK,neutral
OLD ROYAL NAVAL COLLEGE,positive
DISCOVERED ANOTHER LOVELY PUB AS PART OF MY LADIES WHO LUNCH LIFESTYLE  RICHARD 1ST,positive
A COIN IN NINE HANDS PART 7  STANDARD INCOMPARABLE ORGANISED BY HELEN MIRRA IS OPEN ALL WEEK AT THE GALLERY 1,positive
LOVE THE HANDLE MOOR BREWERY CHAPS COMRADE GAMES IPA AT  SHARP AND STRONG. VERY GOOD I,positive
GREAT CHATTING TO MARK FROM  TOP BLOKE. ILL BE BACK THERE SOON.,positive
GREAT CHATTING WITH MARK FROM  ABOUT THE VENUE AND ITS DEVOTION TO VARIETY AND QUALITY. TOP BLOKE. TOP P,positive
IN MY DAY PARRA WE JUST BENT OVER AND PUSHED,neutral
WOO ON MY KNEEAVIRSARY WATCHING AN AAMPE PROGRAMME AND THEYRE RESETTING BONES WOOOO I DEFO NEED THAT RN,neutral
SO NICE TO MEET YOU GRAHAMYTFC FOR BEING THE  IN AND SO NICE TO MEET YOU JAZZM,positive
YOU  HEAD ON UP TO SUNDERLAND AND TELL NISSAN WORKERS BREXIT DOESNT,neutral
COURSE YOU ARE  WELL HARD  SEE HOW HARD YOU ARE BIG BOY WHEN YOURE,negative
THATS RIGHT 60 OF SUNDERLAND VOTED TO LEAVE LEXITE,positive
MY FAMILY DIDNT SURVIVE  WE EMIGRATED IN 1972 ALONG WITH A MILLION OTHER 10 POMS,negative
JUST CAUGHT UP  WELL DONE FFS WE NEED MORE OF THIS  BREXITERS LIKE JENKINS LIE AN,positive
ARE YOU SAYING IF WE WERENT BREXITING THIS WOULDNT HAPPEN WHATS BAE SAYING ABOUT BREXIT,neutral
THIS IS WHAT WE DID IN 2015  WHY ARE BREXITERS CELEBRATING,neutral
ITS DATED 2015,neutral
BTW ITS DATED 2015,neutral
AWFUL MATE.,negative
ANOTHER BLACK SPORTING DAY. NOTTS FAIL TO WIN AND ENGLAND FAIL TO TURN UP.,negative
THANK FUCK,negative
LOT OF DEBATE ON HERE ABOUT WHETHER PICKFORD SHOULD HAVE DONE BETTER WITH THE GOAL. FOR ME GOING WITH THE WRONG HAND WAS A MISTAKE.,neutral
MINIATURE WHEN COMPARED TO OWD CATWEAZEL,neutral
THIS PINK BALL CRICKET JUST ISNT WORKING. ANOTHER ABOMINATION FROM THE POWERS THAT BE.,negative
DONT LAUGH AT ME PLEASE FOR NOT KNOWING WHAT IS THIS LOVELY SHRUB,positive
THIS TIME MORE THAN ANY OTHER TIME WERE GONNA FIND A WAY,positive
PRETTY MATCH BUILD UP VODKA AND THE FULL STOP MAKING SENSE CONCERT.....  FOR EVERYTHING ELSE THERES MASTERCARD,positive
PRE MATCH BUILD UP VODKA AND THE FULL CONCERT OF STOP MAKING SENSE.  FOR EVERYTHING ELSE THERES MASTERCARD,positive
GOOD THING ENGLAND WON THE WORLD CUP ON SUNDAY....,positive
THE ONLY GOD I RECOGNISE.,neutral
ACTOR. GENTLEMAN. DIAMOND GEEZER.,neutral
THINGS ARE BAD,negative
WATCHING ST TRINIANS AND DRINKING WINE SPRITZERS,neutral
STILL 23 MINS TO GO THOUGH,neutral
WE PLAY WHO WE PLAY. SOUTHGATE SHOULDNT PLAN ANY FURTHER THAN THE THIS GAME. IF ITS COLUMBIA SENEGAL,negative
FINGERS AND TOES CROSSED,neutral
FINISH TOP OF THE GROUP.,positive
WHEN LADS ARE MORE INTERESTED IN LOVE ISLAND THAN ENGLAND  AND  SNEAKED OFF JUST BEFORE THE PIC.,positive
HOUSE MOVES ARE ONE OF LIFES TESTS OF CHARACTER. TWITTER I FAIL EVERY TIME.,negative
KITTENS ARE THE MOST BEAUTIFUL PART OF THE NEW HOUSE.,positive
PROOF.,neutral
BAES TYPE 26 WARSHIP WINS MULTI BILLION DOLLAR CONTRACT TO BUILD AUSTRALIAS NEW FRIGATES. MASSIVE COUP.,positive
THIS TIMES X 1000000,neutral
MEDIA DAY AT THE,neutral
COME ON THEN THE BOYS BUZZING TO SEE OUR VERY OWN  START TONIGHT,positive
WATCHING COLOMBIA VS SENEGAL AT EL PUEBLITO PAISA LATIN VILLAGE IN TOTTENHAM LONDON. EXCELLENT PERFORMANCE BY,positive
PREPOSITION   DE    ABLATIVE  FROM DOWN FROM ABOUT,negative
VERB 2   DEBEO   DEBERE DEBUI DEBITUS  OWE OUGHT SHOULD MUST,neutral
VERB 1   DO   DARE DEDI DATUS  GIVE,neutral
IT WAS SO BOOOOOORING,neutral
I WOULD LIKE TO TAKE THIS OPPORTUNITY TO THANKS  FOR INFORMING ME THAT MY BELOVED JACKET IS BACK IN STOCK THNX BBS XOXOX,positive
SURELY SOMEONE CAN MAKE A CHILDS DAYS.....,positive
IVE ACTUALLY HAD ENOUGH NOW,neutral
OLD SCHOOL MUSIC IS THE BEST MUSIC,positive
ALL READY FOR OUR SUPERSTAR TOMORROW  HARLOW ESSEX,positive
BABYSITTING A KID LIKE THIS..  SEE THE FULL VIDEO TO LEARN WHAT HE ENDED UP EATING,positive
GOD LUCK WELL BE KEEPING EVERYTHING CROSSED,neutral
NEW JOB OPPORTUNITY IN,positive
WORLD CUP READY  NEW STREET,positive
SOMEONE JUST LET A NASTY ONE RIP ON THE TRAIN I CANT BREATHE.,negative
BUT WHY ARE YOU DISCONTINUING FANTA LEMON   I ACTUALLY WANT TO DISCONTINUE MY LIFE RIGHT NOW   MY LI,positive
WHAT YOU ON WITH,neutral
IT WAS 15 MINS NOT SURE IT COUNTS DOES IT,negative
THATS UNREAL,neutral
ALL THE LADS,neutral
JACK IF YOU CHEAT I SWEAR I LOSE FAITH IN ALL MEN,neutral
ABSOLUTELY BRILLIANT,positive
THAT WAS A BIT OF A NOTHING HALF.,negative
MY PHILOSOPHY EXACTLY.,positive
WATCH  VS BELGIUM,neutral
AND YOUR A AND E STAFF TOO,neutral
ME XX,neutral
PERFECT XX,positive
ALSO LET ME KNOW IF YOU NEED ANY HELP ARRANGING DONT LET IT ALL FALL ON YOUR OWN SHOULDERS IF YOU,positive
YES DEFINITELY ALTHOUGH I DONT KNOW MANY PEOPLE AT ALL ON TWITTER HAHA BUT HAPPY TO ORGANISE IT WITH YOU  XX,positive
I WILL DO YES ME TOO  XX,neutral
YOURE VERY WELCOME ROSS AND THANK YOU TOO  XX,positive
THATS AWFUL  IT MUST BE SCARY FOR ANYONE IN THE AREA XXX,negative
I HAVE A FEELING IM GOING TO BE EXTREMELY PISSED OFF TOMORROW.,negative
I GOT 1515 PERFECT SCORE SCORE 1415 AND YOUR INTELLECT IS IN THE 99TH PERCENTILE  VIA,positive
THURSDAY EVENING HAS ME LIKE  EVEN IF THERE ARE SPEED RESTRICTIONS AND DELAYS ON THE TRAINS,neutral
SUMMER CLOTHES ARE MY FAVE,neutral
THAT PANIC WHEN YOU THINK  ISNT RECORDING ONLY TO REALISE IT STARTS AT 915,neutral
THIS WAS ME AND NEIL,neutral
JOSH AND KAZ LOOK LIKE A BEAUT COUPLE THOUGH,neutral
HI GUYS  IS THERE A WAY OF SETTING UP OUR ACCOUNT SO THAT TWO EMAIL ADDRESSES RECEIVE ORDER NOTIFICATIONS THANK YOU,neutral
MEET U BOTH IN SHEFFIELD INSTEAD X,neutral
DITCHING THE CAR THEN EN ROUTE,neutral
THE SKY AT NIGHT  PLAYHOUSE,neutral
EXCITING THING HAS HAPPENED AGH,positive
ME TOO TODAY LOVE DOING THERAPLAY SO MUCH.,positive
THIS HEAT IS MAKING ME WANT TO VOMIT,neutral
WATCH RED POND LANE 4 MIN FILM WRITTEN BY AND STARRING MYSELF AND   DIRECTED BY   ITS S,neutral
THANK YOU SO MUCH CHARLOTTE FROM THE QUEEN OF DRAMA THAT MEANS A LOT,positive
PEOPLE THAT FACE TIME ON THE FUCKIN BUS SHOULD BE SHOT,neutral
THAT WAS SOME GOAL.,neutral
SORRY I DIDNT SEE YOU,negative
SO I AM IN A DILEMMA IM A DUTCH GIRL WHO LIVED IN BELGIUM FOR A WHILE AND NOW LIVES IN ENGLAND. WHO DO I SUPPORT TONIGHT,neutral
JUST SKYPED WITH MY BIG BRO WITH CAUSED ME TO TEAR UP COMPLETELY. HES COMING TO VISIT ME IN OCTOBER I KNEW THAT A,positive
YES YES IT IS,neutral
THIS LADY IS A GENIUS,neutral
PART 2 CHATSWORTH HOUSE  CHATSWORTH HOUSE,neutral
PART 3 CHATSWORTH HOUSE  CHATSWORTH HOUSE,neutral
PART 4 CHATSWORTH HOUSE  CHATSWORTH HOUSE,neutral
PART 5 CHATSWORTH HOUSE  CHATSWORTH HOUSE,neutral
IF YOU CANT TELL THIS MADE ME GIDDY.  CHATSWORTH HOUSE,neutral
PART 6   CHATSWORTH HOUSE,neutral
CAN SOMEONE PLS HELP ME COS I ACTUALLY CANT STOP BEING A PIG,neutral
THIS,neutral
FUNNY A FEW DECADES AGO WHITE PEOPLE WERE SAYING THE SAME,positive
TODAY WE HOSTED OUR FIRST POETRY BY HEART EVENT AND IT CONFIRMED A COUPLE OF THINGS TO ME I LOVE POETRY I LOVE WO,positive
2 WEEKS UNTIL MY LAST DAY AT WORK. I CANT BELIEVE IT,neutral
BEST DAY MAKING THE MOST OF THIS WEATHER,positive
MISS THIS VIEW,neutral
I NEVER GET TIRED OF JUMPING IN THE CAR AND CROSSING THE SEVERN BRIDGE FROM CARDIFF TO ENGLAND BECAUSE JUST BEYOND,negative
THEEEE BEST NEWS. WILL NEVER FORGET THE DAY WE GOT OUR KEYS,positive
HATE HATE HATE HAVING TO WASH MY HAIR IN THIS HEAT,negative
JUST WISH I WAS 4000 MILES CLOSER TO NASHVILLE,neutral
ALREADY LOOKING AT FLIGHTS BACK TO IBIZA SO I CAN MEET MY GALS THERE FOR A FEW DAYS,negative
SAT IN THE SUN LOOKING AT THE SEA LISTENING TO  HAVING A CHAT WITH  LIFE IS GOOD LIFE IS PRECIOUS,positive
ALL I ACTUALLY TWEET ABOUT IS FLIGHTS LOVE ISLAND AND FOOD ID ACTUALLY UNFOLLOW ME I AM HARD WORK,positive
IM SO DONE WITH THIS HEATWAVE WERE HAVING  ITS SO DIFFICULT TO PHYSICALLY WORK IN THIS WEATHER,negative
THE FLOOR IN VOLCANO BAY WAS ACTUALLY SO HOT IT BURNT THE SKIN OFF MY BIG TOE AND IM STILL SUFFERING ALMOST A WEEK LATER,positive
EVERYTHING IS BETTER IN AMERICA EXCEPT THEIR BREAD,positive
I REALLY HOPE THAT JOSH AMP JACK STAY LOYAL FOK SAKE LADS,positive
IS A CRACKING FILM. A 1010 WOULD  AND DO  RECOMMEND,neutral
CANT WAIT TO HEAR THE NEW ALBUM,positive
WOW TO HANDSOME FELLAS HEHE SAFE JOURNEY XXX,positive
PERIODS CAN ACTUALLY FUCKING DO ONE AM IN AGONY,negative
ER SENEGAL I HAD YOU IN THE OFFICE SWEEPSTAKE AND I HAD SUCH HIGH HOPES AND YOU HAVE LET ME DOWN. SHAME ON YOU.,positive
IS THERE A WAY TO JUST PUSH UR WISDOM TEETH BACK IN BC FUCK OFF,negative
ITS TIME,neutral
I WAS ON HOLIDAY THE DAY U STARTED TWITTER XX,neutral
MY FAVOURITE PERSON EVER I LOVE YOU   PGL BOREATTON PARK,positive
WELL DONE BOYS,neutral
THIS IS AMAZING,positive
WHY IS TRAFFIC IN MANCHESTER SO BAD  AGAIN,negative
YOU COULD HEAR A PIN DROP IN THESE WOODS...,neutral
HANG ON...SAMIRA WAS ENCOURAGING MEGAN TO TALK TO WES YET WHEN LAURA WAS CRYING SHE HAD THE CHEEK TO SAY I REALLY,neutral
THE WAY MEGAN KEEPS SMIRKING IS REALLY GETTING ON MY NERVES WIPE THAT SMILE OF YA FACE HUN YOU CHEEKY BASTARD AND,positive
KAZ 100 SUITS JOSH AND I THINK SHES HIS TYPE SO I RECKON HIS HEAD IS DEFINITELY GONNA TURN FOR HER,neutral
SO DO I,neutral
MY FLIGHT MAY BE DELAYED BUT ITS BEEN WORTH IT TO WATCH ALL THESE ENGLISH FOLKS FACES WHEN BELGIUM SCORED HAS MADE,positive
DONT LET THE FAKE TAN DECEIVE YOU OR I MAY JUST HAVE TANXIETY,negative
GETTING SO SICK OF PAYING 20 A GO FOR GEL NAILS JUST FOR THEM TO FUCKING CHIP ALL THE TIME,negative
LOVE ISLAND IS MAKING ME LOOSE MY HEAD.,positive
BEACH WITH MUMMA  HUNSTANTON BEACH,neutral
I LOVE YOUUUUUU,positive
ABSOLUTELY FUMING,positive
MAYBE WERE GOING FISHING... OH ALEX,neutral
TOOK JOSH 2 MINS FOR HIS HEAD TO TURN,neutral
DO THESE WORK AS CONSTRUCTIONS,neutral
LONDON BOUND,neutral
PURE SAD A HOLIDAY WILLNY BE THE SAME WITHOUT FANTA LEMON  MISS U ALREADY,negative
ITS VERY UPSETTING,positive
NIBBLE NIBBLE,neutral
ORDERED A KEBAB TO THE PUB AND I DIDNT LIKE IT BECAUSE IT WAS TOO GREASY AND NOW I KNOW WHAT HEARTBREAK FEELS LIKE.,neutral
OH CMON,neutral
SUNSHINE IN A BOTTLE...THE WKEND TAN PREP HAS COMMENCED  MY FAVE ALWAYS  XTRA DARK,negative
SO READY FOR THESE NEXT 10 DAYS.,positive
CANT WAIT TO GO ON A GALS HOLIDAY NEXT YEAR  SO JEL SEEING EVERYONE GO AWAY,neutral
THANK YOU TO THE WONDERFUL ELDERLY MAN WHO HANDED MY HANDBAG  SUM OF MY WORLDLY POSSESSIONS WHICH I LEFT ON A BEN,positive
CHILL OUT FOLKS THIS IS IN THE US. LONG LIVE FANTA LIMN,positive
BRILLIANT EVENT THIS AFTERNOON IN PARLIAMENT WITH THE APPG FOR WOMEN IN TRANSPORT,positive
ME AND MY MUM.. AS MY MUM IS THE BEST TAG TEAM PARTNER FOR ME  LT3,positive
I CANT WAIT TO ACTUALLY ONE DAY EXPERIENCE  LIVE WOULD BE THE BEST EXPERIENCE EVER  LT3,positive
TRULY LOVE THIS IMAGE YOU LOOK LOVELY AND I MUST SAY THIS I LOVE YOUR HAIR ON THIS XX,positive
THAT ONE DAY YOU COME TO MANCHESTER WOULD BE AN AMAZING EXPERIENCE TO WATCH YOU GUYS LIVE  LT3,positive
KARMA IS A BITCH X,neutral
ITS 32 DEGREES IN GLASGOW RIGHT NOW.. BRING ON TRNSMT TOMORROW,positive
NAAAAAH IM DONE I DONT CARE IF ITS A GAME OR NOT IF JACK KISSES ANOTHER GIRL HES PURE CHEATED IN MY EYES,negative
DONT WORRY LAUREN WILL MIND YOUR KIDS SHES AMAZING WITH KIDS,positive
FUCKING HELL,negative
HOW WE LOOK AT EACH OTHER ALL THE TIME,negative
CANT WAIT TO SEE THE BACK OF FALLOWFIELD,neutral
BRILLIANT,positive
GETTING SERIOUS ABOUT  ON INSTAGRAM,negative
THE STORY CONTINUES     LAST BOTTLE OF RIBOLLA 2000,neutral
SHAME COLUMBIA GAME IS ON  AS WE NEVER SEEM TO WIN ON THERE AND THE COVERAGE I,positive
10 ENG AND RASHFORD TO SCORE,neutral
BUT YOU CANT BE IN TWO PLACES AT ONCE...YOU CAN IF YOURE  MATE    ROU,neutral
DONT WORRY ANNA DONT LISTEN TO THE HATERS I THINK YOURE THE BEST DRIVER I KNOW X,positive
YEAH IM SURE SHES A SOUND LASS,positive
LEMON CRUSH   LONDON UNITED KINGDOM,neutral
I AM STRONG  I AM INDEPENDENT  I AM BEAUTIFUL   LONDON UNITED KINGDOM,positive
NEW VIDEO OUT TOMORROW 8PM  LONDON UNITED KINGDOM,positive
PEYNTONS EAGER TO DO HER HOMEWORK PACK X,neutral
