@relation sentimientos
@attribute 'text' string
@attribute 'class' {positive, neutral, negative}
@data
VERY MUCH ENJOYING THE NEW  RECORD.,positive
YOU CUT INTO IT TOO EARLY SO ALL THE JUICE WILL FLOW OUT IT WILL BE DRY,positive
NOT LONG TILL I START CAPTURING OUR BEAUTIFUL FANS  DURING GAMES.. THIS SEASON IM GOING TO CONCENTRAT,positive
YAY OR WHAT LADS,neutral
GET YOUR BULGE OUT,neutral
WHY IS IT SO HARD TO FIND PORN WHERE GUYS ARE SNIFFING UNDERWEAR OR BEING PISSED ON,negative
NICE MATE,positive
MATE SCOTT AND CHRIS ARE THE BEST,positive
YEP STILL GOT MINE FROM 94,neutral
PHIL JONES,neutral
THERES A BABY ON MY FLIGHT W ITS ENTIRE FIST IN ITS MOUTH THATS THE SPITTING IMAGE OF   BEEN CALLIN,neutral
ANOTHER LOVELY OUTDOOR CRAFT SESSION WITH MRS B.,positive
ITS THE PERFECT DAY FOR AFTERNOON TEA IN THE GARDEN AT CROMLIXHOTEL  IT A DAY LIKE TODAY THAT WE VISITED  BLUE S,positive
8 CHANGES NOT WORKING FOR ME  PICKFORD IS SHOCKING  JONES HAS NO IDEARASH FORD STILL ASLEEP DIER IS DIRE  BU,negative
WHAT A LOAD OF SHITE,neutral
THE COLOSSEUM IN ROME,neutral
THE COLOSSEUM IN ROME,neutral
DILLON THE ALPACA IS A BIT CONFUSED ME THINKS  NAUGHTY DILLON POOR SHEEP HOPE WE DONT GET BABY ALABAAABAAAS,negative
NOT ONLY AM I ENTIRELY CARRIED AWAY ALREADY BUT IM GOING TO BE FUCKING FURIOUS WITH ANYTHING LESS THAN TOTAL VI,negative
SWEET CHRISTMAS YOURE UGLY.,negative
GETTTTT UPPPPP,neutral
JEYYYYSUSSSSSSS SOME HEADER THAT,neutral
CHAP ON POST...HANDS AKIMBO,neutral
AHHHHH  OUT,neutral
HEARTBREAK MAN,neutral
PINEAPPLE HEAD,neutral
NEVER TOOK THEIR CHANCES IN ALL...PFFFFFT AHHH WELL ONTO,neutral
EHHHHHHH NOPE......I ONLY JUST LIVE HERE,positive
GOOD LUCK DUJONNNNNNN,positive
GETTTTTT INNNNNN,neutral
SUPER GOAL,positive
MICHY WANTED TO RECREATE THAT WILIAN GOAL THERE,neutral
ITS ERMMM HALF COMING HOME....INNIT,negative
ONE TO GOOOOOO,neutral
ERMMMMMM ABIT LATE,negative
NEARLY,positive
EVERY FUCKING DAY,negative
V. INTERESTING STUDY BUT NO MATTER HOW MANY PC YOU CORRECT THERE IS INHERENT POPULATION STRATIFICATIO,positive
HI YEP WE HAD A COUPLE OF TEETHING ISSUES TODAY  HAPPENS TO THE BEST OF US THOUGH,positive
HI YEP WE HAD A TEETHING ISSUE TODAY  HAPPENS TO THE BEST OF US THOUGH,positive
CAN TELL GIGGS AND  PLAYED UNDER FERGIE. ITS A FOOTBALL MATCHYOU PLAY TO WIN IT. SIMPLE AS THAT.,positive
THERES GONNA BE PLENTY OF COLUMBIAN COLDS AFTER THAT GOAL,neutral
BECAUSE OF SOMETHING YOU TAKE PRIDE IN DOING EVERY WEEKEND,neutral
RASHFORD FFS,neutral
HARRY KANE WOULD OF BURIED THAT,neutral
DISGRACEFULTHESE FIREFIGHTERS ARE OUR HEROES,neutral
HUNDREDS OF HOMEBASE JOBS TO GO,neutral
DELAYS AFTER CRASH BETWEEN CAR AND CEMENT MIXER NEAR M606,positive
HORSEFLIES ARE COMING OUT IN THE HOT WEATHER  THIS IS WHAT TO DO IF YOURE BITTEN BY ONE,positive
CONSERVE WATER WARNING,neutral
FIRE CHIEFS ARE PRAYING FOR RAIN,neutral
SADDLEWORTH MOOR FIRE ARMY ARRIVES TO HELP EXHAUSTED FIREFIGHTERS TACKLE HUGE MOORLAND BLAZE,positive
EFIT IMAGE ISSUED IN ROBBERY APPEAL,neutral
FITNESS COACH LOSSAU RETURNS TO BRADFORD CITY,neutral
MAN SUFFERS BURNS AFTER CAR CATCHES FIRE IN CRASH,negative
SUTTON TEEN BROOKE ROBERTSON SMASHES HER FUNDRAISING TARGET FOR THE CHARITY YOUNG MINDS,positive
DISCARDED CIGARETTE WARNING AFTER STATION FENCE CATCHES FIRE,neutral
GP AND PHARMACIST LAUNCH NEW COSMETIC CLINIC,positive
FIRE WHICH KILLED DISABLED MAN IN ALL LIKELIHOOD STARTED BY HIS MOTHER CORONER RULES,negative
. MP DEMANDS DEBATE ON UNFAIR RAIL FUNDING,negative
. LEADER JOINS CONVENTION OF THE NORTH,neutral
GRASS FIRES BREAK OUT IN HAWORTH AND KEIGHLEY,neutral
HAWORTH HOUSE FIRE SPARKED BY WASHING MACHINE FAULT,neutral
FANS FLOCK TO ODSAL FOR ENGLAND WORLD CUP DEFEAT,neutral
THEY RUN THE SERVICE DOWN THEN ASK US TO PAY MORE,positive
WHATS BETTING  SCORE AN OWN GOAL WITH 2 MINS LEFT,positive
DID ANYONE CLOCK THAT BLOKE BOOTING THE BALL AT THE POST AND NEARLY KNOCKING HIMSELF OUT THEN LOL,positive
10 COLOMBIA YERRY MINA AGAIN SENEGAL GO FROM TOP OF THE GROUP TO THIRD IN A SECOND,positive
CAME THIS CLOSE TO BECOMING S FIRST EVER  SCORER TODAY.,positive
KAMIL GROSICKI CAME THIS CLOSE TO BECOMING S FIRST EVER  SCORER TODAY. IM STILL IN SHOCK HE ACTUAL,positive
WHATS THE SONG AT THE END OF THE VIDEO MAN,neutral
THERE ARE SOME MORE SO IF YOU NEED THEM MESSAGE ME OR COMMENT,positive
ANY ONE NEED THESE,neutral
ARE YOU DOING WORLD CUP STICKERS,neutral
RAVEL UNDERSTANDS,neutral
WHY ARE CROSSING IT HIGH WHEN THE KEEPER IS ABOUT 7 FT TALL,positive
BELGIUM OBVIOUSLY WANT TO FINISH SECOND,neutral
RASHFORD WHAT ARE YOU DOING MATE,neutral
PLEASE GO WATCH THIS  FIRST YOUTUBE VIDEO WOOO.IMAGINE DRAGONS MASHUP COVER   VIA,positive
IM SORRY BUT MY PALS ARE FUCKING CLASS,negative
IMAGINE GOING OUT OF THE WORLD CUP ON YELLOW CARDS,neutral
VERY TASTY SAISON  DRINKING A WORKING CLASS HERO BY   SANDHURST,positive
IS THIS ON APPLE MUSIC AT MIDNIGHT OR JUST ITUNES,neutral
I THINK I GENUINELY HAVE NARCOLEPSY,positive
WHAT AN ABSOLUTE WASTE. SPEAKING ANOTHER LANGUAGE OPENS SO MANY DOORS.,positive
WHO ELSE BUT  FOR    TAP BELOW TO VOTE NOW,neutral
CHEERS CHELLE,neutral
ENGLAND PLAYED FOR THAT ...,neutral
WIND 6.2 KTS E. BAROMETER 1025.20 MB FALLING SLOWLY. TEMPERATURE 28.2 C. RAIN TODAY 0.0 MM. HUMIDITY 32,negative
WIND 7.2 KTS E. BAROMETER 1025.06 MB FALLING SLOWLY. TEMPERATURE 27.9 C. RAIN TODAY 0.0 MM. HUMIDITY 32,negative
WIND 8.8 KTS E. BAROMETER 1024.86 MB FALLING SLOWLY. TEMPERATURE 27.5 C. RAIN TODAY 0.0 MM. HUMIDITY 30,negative
WIND 6.5 KTS E. BAROMETER 1024.89 MB FALLING SLOWLY. TEMPERATURE 26.8 C. RAIN TODAY 0.0 MM. HUMIDITY 23,negative
WIND 6.7 KTS E. BAROMETER 1025.23 MB RISING SLOWLY. TEMPERATURE 22.6 C. RAIN TODAY 0.0 MM. HUMIDITY 34,negative
WIND 3.6 KTS E. BAROMETER 1025.91 MB RISING SLOWLY. TEMPERATURE 18.8 C. RAIN TODAY 0.0 MM. HUMIDITY 42,negative
DAY 81 OF MY  WHERE I AM GOING TO TRY AND MAKE 1  A DAY IN MY OWN,positive
THANK YOU.  HOW ABOUT PLACING IT IN WESTMINSTER LIKE YHE POPPIES AT TOWER OF LONDON,neutral
HOW LONG BEFORE THEY ARE DEFACED STOLEN,negative
HOW HARD IS WILL POWER WHEN ALCOHOL EXISTS,negative
SOUNDS PRACTICAL ITS NOT LIKE WERE ONE OF THE BIGGEST PARTIES IN EUROPE OR ANYTHING WITH OVER 3000,neutral
SPIDERMAN  9 CONFIRMED SUPERVILLAINS AMP THEIR ORIGINS  VIA,positive
DUGS DUGS DUGS DUGS          BR,neutral
WONDER WHAT IT WILL BE NEXT.  I ASSUME WHEN HRC GETS INDICTED THAT WILL BE THE WORST.,negative
SAFE TRAVELS HOME TONIGHT EVERYONE,positive
YES  A GOAL,neutral
SHADRACK FROM EMMERDALE IN THE DEER PARK ON STREET LANE EXACTLY THE SAME CHARACTER AS HE PLAYED,positive
KERNOWFORNIA,neutral
SPECIFICALLY CALINGTON CORNWALL,neutral
CHECK IT YO. CREATED BY THE WONDERFUL  YET ANOTHER REASON WHY YOU WANT TO BE,positive
WERE SHOWING THE ENGLAND MATCH KICKOFF AT 7PM. COME ON DOWN TO THE TAP HOUSE FOR AN EVENING OF FANTASTIC BEER AN,positive
,neutral
WE WISH YOU COULD TOO BUT YOU ARE EXCUSED...,neutral
THE WORLD CUP KICKS OF AT 7. SO DOES OUR  AT THE WASHINGTON.WELL WERE A SURE WINNER SO...,positive
WE ALL KNOW YOU SMASHED YOU,neutral
CAUSE HELL DO IT HAVE EVERY FAITH,neutral
YOU ARE SO MEAN,negative
SORRY  SENEGAL SO UNLUCKY,negative
I WILL NEVER STAND FOR THAT DREADFUL DIRGE,negative
YOU WOULDNT BE TALKING TO TEAM MATES LEE. YOU WOULDNT BE AT A WORLD CUP YOU CHUMP.,neutral
OUR VIOLINS ARE ENJOYING CHANNELING THEIR INNER MINSTRELS AND SWAPPING TO MANDOLINS FOR PARTS OF  ROMEO AND JUL,positive
KNEE BETWEEN YOUR PILLOWS THATS A NIGHT SHIFT FOR YOU OBVIOUSLY I MEANT A PILLOW BETWEEN MY KNEES.OR AS I CALL HIM STUART,neutral
WAIT LISTED TO TRY YOUR NEW APP. TBH I LOVE THE NEW BANKS LIKE MONZO AND STARLING YOU CAN SUCK IT.,positive
IF YOU WANT THE FULL INTERVIEW DIRECT MESSAGE ME,positive
IVE JUST CONNECTED WITH A LOT OF WONDERFUL PEOPLE THAT I USED TO WORK WITH AT ITV YOU ARE FANTASTIC AT WHAT YOU D,positive
VULNERABLE ARE STILL AT RISK PLEASE RT,negative
I FILMED EDITED AND PRODUCED THIS ALL IN 50 MINUTES ON MY MOBILE TODAY. BUT ID RATHER NOT DO MARKETING I AM A GEN,neutral
WHEN SKY LETS YOU BELIEVE BELGIUM ARE PLAYING EDEN HAZARD,neutral
IT PAYS.  WON A BLAZE SHIRT IN LAST YEARS RAFFLE.,neutral
EXHIBITIONS LIFE,neutral
IS A STAUNCH BBC MAN HED NEVER DEFECT TO ITV,neutral
MY GUIDE WOULD BE SIMPLE. GET OUT OF THAT GROOMING GANG ILLEGAL IMMIGRANT HAVEN AND NEVER GO BACK.,negative
I AGREE CLEVER IN MY OPINION WONDER WHAT  MAKES OF IT,positive
ALL THE PUNDITS ARE SAYING HE WENT WITH WRONG HAND THEYRE NOT KEEPERS GRANTED BUT,negative
SNICK SNICK. THATS THE SOUNDS OF KNIVES BEING SHARPENED. CANT WAIT TILL YOU LOT RETIRE AND LET P,neutral
CAN YOU DM ME PLEASE,neutral
SHUT UP YOU NONCE,neutral
DANNY ROSE  MUST KNOW HES LEFT FOOTED,positive
HOUSE OF LORDS   IN LONDON GREATER LONDON,positive
WAS A HOTEL WHICH WAS PROBABLY MY FIRST MISTAKE LOL,positive
YES RIGHT,positive
AFTER MINE IVE GONE OVER 4 MONTHS WITHOUT A DROP. BE KIND TO YOURSELF. CHIN UP,positive
ATLEAST YOUR USED TO IT LIKE ITS NEVER HOT IN LONDON SO WERE SWEATING OUR BALLS OFF,negative
YEAH ITS ALWAYS WINDY AT THE BEACH BUT STILL IS BRITS ARENT USED TO HEAT THATS WHY,neutral
OH NO WHATS HAPPENED,neutral
TEA I CANT DRINK THAT SHIT ITS TOO FUCKING RANK,negative
FUCKING STEROTYPES CAN SUCK MY ARSE,negative
NAH YOU SEE I HATE COFFEE TOO MY FOETUS ASS TASTEBUDS HATE ANYTHING FIZZY OR LIKE REMO,negative
BAHAHAHA ITS TRUE THO LIKE ASK  IM SO BAD,negative
UMM MOSTLY WEED,positive
ME TOO I WANT CONVO,neutral
TRUSS ME THERES MORE WHERE TAHT CAME FROM AND THE STORY BEHIND IT ITS HONESTLY ICONIC,positive
FUCK I MAKE CRACKHEADS LOOK LIKE BABIES ON WEED,negative
OKAY OKAY HANG ON IL DM U BUT I CANT REMEMBER IF  SENT ME THE VIDS HANG ON,positive
I AM BITCH NOBODY WILL EVER FIND MY HIDDEN STASH LOCATIONS,negative
OI  SEND ME UR VIDS FROM SATURDAY,neutral
SEND ME THE VIDS FROM THE WEEKEND BRO,neutral
FUCK NOT THE FEDS I GOTTA DIP AND CHANGE MY NAME,negative
HONESTLY ANY TBH COS I GOT 0,positive
OOOOF BEST DAY,positive
WHICH ONE ANDREX TESCO POUNDLAND,neutral
THATS TRUE FUCK I GOTTA REMEMBER WHAT I USED TO WATCH APART FROM MINE,negative
WELL I USED TO WATCH SO MUCH FUCKING KSI VIDS LIKE BEFORE ALL THE DISS,negative
BRUH IF ANYONE ASKS ME WHAT I SNAPPED THEM LIKE AND HOUR AGO I WONT REMEMBER IM SO BAD,negative
NAH WHEN  I WAS 10 KSI AND GUCKIANS PEWDIEPIE WAS THE SHIT,negative
OMFG SMOSH THATS WHAT I FORGOT THEY WERE LITERALLY MY  FUCKING HUSBANDS,negative
JHEEX YOUR RIGHT WELL MAYBE THIS WILL MAKE HIM LOOK THROUGH OUR CONVO,positive
IKR IM THE NEXT JACK WHITEHALL,neutral
ALSO ITS CALM THEY PROBS THINK THAT IM SOME CRAZY ANNOYING ASS FAN F,negative
ITS TRUE UNO LIKE MY VOUSE IS SO FUCKING ANNOYING I HONESTKY THINK EVE,negative
BAHAHA NAH IF SOMEONE SEES MY  THEY LIKE BRO WHERES HER CRUSTY ASS F,neutral
ITS TRUE THO SRSLY,positive
NOT ME,neutral
OKAY FINE I WILL IF THATS WHAT U WANT,positive
IM JOKING I WONT ITS ACC FUNNY SEEIMG YOUR TWEETS BC THEY V RELATABLE HAHAH,positive
SEE ITS HONESTLY THE BEST THING IF YOU CAN RELATE TO SOMEONE JHEEZ,positive
THE FUCKING SHIT,negative
HOW COULD YOU IGNORE THIS LIKE SHE SHOULD BE ON BRITAINS GOT TALENT,neutral
OML WHY DO YOU SUIT GLASSES SO MUCH  LIKE I LOOK LIKE A CRUSTY POTATO WITH AND WITHOUT THEM LMAO,positive
FEET R SO GROSS,neutral
OK COME ON BRENNEN LOOK AT MY PINNED MANNN,positive
CAN YOU FUCKING IMAGINE IF THEY FIGHT I ACC CAN,negative
WE HAVE TO PROTECT HIS SKINNY LIL BODY,neutral
IT WILL BE SO FUNNY,positive
RASHFORD LOOK LIKE THE LIL MAN FROM TOP BOY,positive
TOP TEAM ON A TOP GIG. ARE YOU SIGNED UP FOR DOWNSLINK ID BETTER GET TRAINING,positive
WHATS THAT RUSSIAN BEER LIKE,neutral
YEAH... NICE ONE,positive
I CANT STAND THAT BASTARD FELLAINI..... HORRIBLE FUCKER,negative
THE TEAMS ON THE PITCH CLEARLY TRYING TO WIN HAPPY WITH THAT.,positive
THINK I MAY HAVE A NEW FAVOURITE CHARACTER IN THE GAME.,negative
VERY DECENT SUPERMARKET PALE. NICE BOOZY BURN TANGERINE AND TAMARIND LIGHT PALETYPE BITTERNESS DESPITE THE IPA S,positive
DISABLED..PREGNANT RAPE VICTIM,negative
TOO LITTLE TOO LATEYOU HAD THE OPPORTUNITY TO RIGHT THE WICKED AND CRUEL WRONGS BESTOWED ON US BY IAI,negative
I HAD AN INKLING THAT ONLY THE WORST HUMANS ON EARTH WOULD OWN AND USE ADULT SCOOTERS. SEEMS I MAY HAVE BEEN CORRECT,negative
ORVAL ST. BERNARDUS TRIPEL  SCHARBEEKSE KRIEK. ITS THE ONLY WAY,neutral
GO ENGLAND  DRINKING  PALE AND  KAPOW,negative
AFTERWARDS,neutral
WHAT DOES BRUT STAND FOR HERE,neutral
DRINKING A REET PALE BY  AT,negative
YOU IN,neutral
IT MAKES ME SO HAPPY TO SEE  SO BUSY FOR THE FOOTBALL,positive
MONDAY JULY 9TH ITS QUIZ TIME AGAIN AND THIS TIME OUT OUR THEME IS DISNEYPUT YOUR MISSPENT YOUTH WATCHING DISNE,neutral
LOVELY TO MEET YOU YOU ARE AN INSPIRATION,positive
HAHAHA IT LOOKS IT  ARE GREA,positive
HI ANDREA AMP VALENTINA IT WAS GREAT TO MEET YOU AND I HOPE YOU ENJOYED OUR YORKSHIRE BEER,positive
A WONDERFUL DAY FOR A  WITH A FOOD AMP BEER PAIRING  WITH    SOON,positive
SO ITS JUST A WEEK TO GO TILL  HERES SOME MORE BEERS WHICH WILL BE ON OFFER TICKETS AVAILABLE FROM,positive
DONT FORGET DURING THE ENGLAND GAMES WEVE PAIRED WITH  TO OFFER A CRACKING DEAL,neutral
GOOD OLD   TAKING FORWARD VIRGINS RISIBLE REPUTATION FOR USELESSNESS. TRAIN NOW RUNNING 45 MINUTES LATE,positive
HE LEFT JUST WHEN WE GOT A LIGHT AT THE END OF THE TUNNEL .. ROONEY LEFT WHEN WE DIDNT HAVE THE TOLL,positive
HAHA ALL THTHE BEST YOU FISHY RICE BASED TED,positive
ID HAVE CALVERT LEWIN I REALLY WOULD .. HES GOING TO HAVE A GREAT SEASON,positive
CANT ARGUE WITH THAT BUT ID RATHER THEY BEEF HIM UP AT FINCH FARM AND TAKE HIM OUT OF,neutral
YOUR LAST BIT THERE IS ABSOLUTELY SPOT THE FUCK ON MATE  AND YES IF DID STAND UP TO TYPE THAT ..,negative
OH AYE .. IF RASHFORD HAS SCORED THAT THEYD NOT HAVE PULLED POIROT UP  HES NUMBER ONE OR THEY,neutral
SO WOULD ANY KEEPER WITH PHIL JONES IN FRONT OF HIM ..,neutral
FIRST MET JOHN FOSTER WHEN I STARTED WORKING FOR RADIO SHEFFIELD REPORTING ON,positive
THIS IS GREAT NEWS,positive
YOU NEED A JOB WITH THE BEEB,neutral
HERE IS THE TRUTH   WERE CONNED BY LIARS THAT WANT TO TURN UK INTO A TAX HAVEN FOR THE RICH THEMSELVES AND,positive
BOTH TEAMS HAVE MADE WHOLESALE CHANGES. ENG 8 AND BEL 9 LOOKS LIKE BOTH ARE RELAXED ABOUT THE RESULT AND,neutral
BOTH TEAMS HAVE MADE WHOLESALE CHANGES  8  9 LOOKS LIKE BOTH ARE RELAXED ABOUT THE RESULT AND GI,neutral
THATS THEIR NATURAL STATE ISNT IT,positive
WHY IS RASHFORD TAKIMGG OUR CORNERS I THOUGHT IT WAS WRONG FOR A STRIKER TO TAKE A CORNER OR IS THAT ONLY,negative
SADLY BOTH  AND  BOTH WANT  AT ANY COST SO IT DOESNT MATTER WHO IS THERE,negative
UNTIL WE CHANGE THE PRIORITY OF THE INVESTMENT IN THE GAME FROM THE TOP DOWN TV PRIORITY TO FROM THE,negative
CONGRATS WE LOST,neutral
IF YOU TAKE A RECTANGULAR BLOCK YOU CAN BALANCE TWO OF TOP OF IT THEN THREE THEN FOUR AT SOME POINT THE ST,positive
2 UNTIL SUFFICIENT FUNDS ARE PUT INTO LEAGUES BELOW THE PREMIER LEAGUE  WILL BE SECOND BEST AT BEST.,positive
DOWNGRADE,neutral
YEAH RIGHT,positive
IVE TASTED THE WORLD... SEEN MORE THAN ENOUGH... FIX MY EYES ON THE THINGS THAT I CANT SEE NOW. IM SO UNWORTHY.,positive
MORETTI IN ST ANDREWS SQUARE  ST ANDREW SQUARE EDINBURGH,neutral
I SAID THIS LAST WEEK,neutral
HOPE IT WENT OK,positive
YES YESTERDAY,neutral
SEEMINGLY ENGLAND HAVE WON THE,neutral
ODDS ON THEM BOTH GETTING KNOCKED OUT NEXT WEEK,neutral
EVERY TIME DIER GETS MENTIONED I IMMEDIATELY AGREE.  DIRE.,neutral
OF COURSE NO OTHER TEAM ENGLAND COULD FACE ARE THINKING THE SAME THING.   WELL LETS MAKE IT EASY FO,positive
FORGETTING SWEDEN COLUMBIA AMP SWITZERLAND.  THEYRE NOT OUT EITHER.,neutral
ROTI CANAI WITH EGG AND ONIONS AND CHICKEN CURRY. CURRY PUFFS.  CAFE RASA MALAYSIA  WEST LONDON,negative
DEAR GOD.. PLS LET IT BE  COMMENTATING TONIGHT,neutral
ENGLAND B TEAM GETTING A BIT BATTERED NOW ...,neutral
ALCOHOL SLOWS REACTION TIMES AFFECTS JUDGEMENT AND CREATES OVER CONFIDENCETHE BEST ADVICE IS TO HAVE NONE,positive
LOVE IT CUZ SPOT ON,positive
HAS BEEN UPDATED AS A REPLACEMENT FOR THE STANDARD  KEYBOARD. LOOKS PROMISING. ANY   USERS TRYING IT YET,positive
CRASHED IN BOTH NOTES AND TWITTER WITH A NO FULL SCREEN AVAILABLE MESSAGE.  ANY SUGGESTIONS,positive
2 TEAMS PLAYING FOR 00. COME ON JAPAN ARE PREFERABLE TO COLOMBIA IN THE KNOCKOUTS,neutral
THE ITV LADS ALL ASSUMING WERE GONNA BEAT,neutral
LEE DIXON JUST SAID EVERYONE WANTED  TO GO THROUGH COS OF MESSINOW THAT JUST ISNT TRUE IS IT,positive
BAD DECISION MAKING BY SOUTHGATE ON THIS ONE,negative
,neutral
ON BBC TWO RIGHT NOW. BRILLIANT DIRECTORIAL DEBUT FROM ERICA JENKIN,positive
THE ONLY WAY   ARE STILL IN THE WORLD CUP IS ON,neutral
I GUESS THATS WHY WE DONT HAVE A DEEP FAT FRYER...,neutral
HAVE YOU GUYS LOOKED AT THE RING BATTERY LIGHT SECURITY CAMSI,positive
I BOUGHT THE DOORBOT NOW RING DOOR BELL ON KICKSTARTER IT WA,neutral
WE WILL MEET BELGIUM IN FINAL,neutral
DOUBLE CROSSED A CODE OF HONOUR A COMPLETE BETRAYAL VIRGIN BOOKS  VIA CANT BEL,positive
TOOK SOME BALLS TO DO THAT M8. IT SHOWS YOUR MENTALLY STRONG I ALWAYS SAY IF YOU CANT ENJOY YOUR OWN C,positive
LOOKS LIKE YOU HAVE HAD A REALLY GOOD TRIP AND LOOK FORWARD TO THE TALES THIS WEEKEND ... TELL CER,positive
HAS ANYONE HAD VENEERS WHATS YOUR EXPERIENCE WORTH IT,positive
GREAT RESULT TONIGHT FOR ENGLAND IF YOURE LOOKING AT THE BIGGER PICTURE.WE HAVENT GOT A CAT IN HELLS CHANCE OF,positive
BALANCING POSTURE IS A STRONG INDICATOR WITH NOT JUST THE PHYSICAL BODY LIKE SOME MANY POSTURE BUT THE MENTAL. BEIN,positive
DONE MINE GET INVOLVED PEOPLE ITS YOUR STANDARD ITS YOUR INSTITUTE,neutral
COUNTDOWN HAS BEGUNGET THOSE DRINKS INGRAB YOUR SEAT AMP CHEER ON ENGLAND AS THEY TAKE ON BELGIUM TO TOP THE GROUP,positive
COME TO CLASS CANT WAIT,neutral
YET ANOTHER OF OUR STUDENTS MOVING INTO PROFESSIONAL SPORT AND HOLDING AN ANALYSIS POSITION,positive
LEE DIXON OFTEN YOU PLAY YOUR BEST GAMES WHEN YOU ARE NOT PLAYING  I PRIDE MYSELF ON THIS,positive
WTF I HAVE WAITED ALL DAY FOR  AND NOW ANOTHER 15MINS,negative
HOW ARE YOU ACTUALLY SUPPOSED TO FAKE TAN IN THIS WEATHER,negative
WHAT AN AMAZING MEAL TO KICK OFF THE  THE COUNTDOWN TO THE AWARDS HAS BEGUN...,positive
CONGRATULATIONS GOES TO THE COLLEGES RESIDENTIAL TEAM WHO HAVE RECEIVED THE SUPPORT TEAM AWARD FOR CONSISTENTLY GO,positive
THE FDSC IN SPORTS SCIENCE TEACHING TEAM ARE PRESENTED WITH THE TEACHING TEAM AWARD FOR OFFERING THEIR STUDENTS A V,neutral
WHAT AN AMAZING EVENING CONGRATULATIONS TO ALL THOSE WHO WERE SHORTLISTED AND TO THOSE WHO HAVE WON AWARDS,positive
GOOD EVENING,positive
HAPPY BIRTHDAY JOSH,positive
OH YOUR NOT A LOVE ISLAND FAN ARE U LYNDSEY,negative
HOW CAN A GOALKEEPER BE SO SMALL,negative
ANOTHER DOUBLEPAGE SPREAD FOR MY BOOK,neutral
IM NOT SURE IF YOURE FUCKING WITH ME OR NOT,negative
WHEN UR A ROCK STAR,neutral
ARE WE NOT FRIENDS WERE FRIENDS ALREADY RIGHT,positive
EXTENSIVE URBAN REGENERATION IN LIVERPOOL,neutral
THESE PHOTOS ARE FROM OUR CRUISE CLIENTS ARRIVED MANCHESTER TOURED UK TO DUNDEE WITH US CRUISING U,neutral
LIVE IN OR LIVE OUT  HI ALLTO APPLY FOR THIS JOB PLEASE MAKE SURE YOUVE LONG TERM EXPERIENCE IN A SIMILAR ROL,positive
YEP DECENT THAT.,positive
12 ACTUALLY...ID EXPECT NOTHING LESS,negative
YOU CAN ALMOST HEAR THE BEER POURING         BRINKBURN,neutral
HOW DO COUPLES SHARE A BED IN THIS WEATHER I CANT EVEN SHARE MINE WITH MY DUVET WITHOUT CALLING IT A CUNT N CHUCKING IT AROUND THE PLACE,neutral
OH GOD I REMEMBER THIS. SCARED THE HOLY HELL OUT OF ME,neutral
PERFECT GREAT TO SEE YOU GUYS ARE ON IT,positive
IVE BEEN SLOWLY UNFOLLOWING PEOPLE FOR THE SAME REASON. ITS RUINING MY ENJOYMENT OF FOLLOWING THE CLUB,negative
WILL ALWAYS BE A FANS FAVOURITE. SUCH A CLASSY GUY WILL CONTINUE TO FOLLOW YOUR CAREER,positive
REALLY LOOKING FORWARD TO TRYING  OUT TOMORROW MORNING CARE OF  THANKS GUYS,positive
RED SHOES,neutral
SUCH AS,neutral
SHOW ME,neutral
YOU KNOW I AM  SHORTS TO WORK IN FACT YOU WEARING SHORTS...,neutral
TALKING ABOUT FILTH STILL WAITING FOR THE BF PICTURE AND YOUR PORN FILM LINK.,neutral
I HAD TO GO BACK AND HAVE A LOOK,neutral
YASS,neutral
YES THIS IS TRUE,positive
HAVING THE BEST JAMACIAN FOOD BANG INTO FRIED PLANTAIN NOW NEVA HAD IT EVA IT TASTES LIKE PATATO UNREAL CHICKEN STUFF LAST NIGHT,positive
BRICK TOP AS A TEACHER THAT MEANS A ULTIMATE RESPECT AND LOVE XXXXXX EH MR COVIL FINALLY NIC,positive
YOU SEE JAMIE A I WENT TO DIFFERENT RAVES TOGETHER AT THE SAME TIME LMAO,positive
CHILES PEPPERS OR CARROTS SETTLE AN ARGUMENT IN OUR HOUSE IAN,neutral
DIDNT FLY IN THE END. GOT AS FAR AS THE RUN WAY AND THE HYDROLICS FAILED. RATHER WE DIDNT AS WE KIN,positive
THE ENTRANCE TO A VERY BUSY   ON A VERY SUNNY DAY,positive
DEAN OR TY,neutral
ALAN BRAZIL DEFINITELY.,neutral
BIT BORED IF IM HONEST.,positive
AGREED.,neutral
OCH I THE NEW HES AN UGLY BUNNY.,negative
ITS A QUALIFICATION FOR THE DROP,neutral
THIS IS A GAME WHERE THE GREAT ESCAPE MUSIC WOULD BE ACCEPTABLE. NEED TO CHANGE U,positive
THAT WASNT OUR FIRST TEAM IT WAS A SHAM.,positive
ALSO FUN FACT. TRENT ALEXANDERARNOLD IS RELATED TO TERRANCE TRENTDERBY AND IF HE ISNT HE SHOULD BE. S,positive
ROVERS GOT OUR MAN GOOD LUCK TO GRANT EXCEPT FOR A COUPLE OF GAMES ANYWAY,positive
STONES OFF HODDLE STILL WAFFLING ON 00,neutral
ARE WE TRYING TO MAKE THIS DEFEAT LOOK GOOD IF SO ITS FOOLING NO ONE,positive
HOW IS WIRELESS AMP NASS NEXT WEEK IM SO NOT PREPARED FOR THIS,neutral
